<<<<<<< HEAD
,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,product_id,product_name,product_price,product_link,Product_desc,Expert Review,Customer Review,Appearance,Nose,Palate,Food Pairing,Alcohol percentage,Bottle volume ml,Gift box,Country of origin,Varietal,Brand
119,119,119,119,0,product_815,24-x-kronenbourg-1664-bottle-case,66.95,https://www.paneco.com.sg/products/24-x-kronenbourg-1664-bottle-case,"Kronenbourg 1664 is the most sold French beer in the world and the market leader for high-end premium beers. It was named after the year the Hatt family, the founders of Kronenbourg, first started commercial brewing. Kronenbourg is the fifth oldest beer brand in the world that still exists today. Its golden hues and delicate bitterness come from selecting the best hops, the 'Strisselspalt', and the unique know-how of Kronenbourg’s master brewers for over 300 years. Strisselspalt is also named the caviar of hops by the expert master brewers around the world for its low bitterness and aromatic qualities. Its specific soil and culture technique requirements makes it rare and quite unique to the Alsace Region and Kronenbourg recipes.","“The lager 1664 is ideal with meat, salad or cheese platters. Soft and complex beer, with a fine bitterness and golden hues, rich in hops, malt and fruit. Persistence of a fine bitterness and floral hops aromas.Color: Yellow intense goldAroma: Dominance of floral hops and maltFlavor: Generous bitterness, Dense and soft texture”",,,,,[],5.0,24 x 330.0ml,No,France,Lager,Kronenbourg
120,120,120,120,0,product_819,24-x-kronenbourg-1664-blanc-beer-bottle-case,78.4,https://www.paneco.com.sg/products/24-x-kronenbourg-1664-blanc-beer-bottle-case,"Kronenbourg 1664 Blanc is a modern, fruity and refreshing wheat beer. With its unique taste and appearance, 1664 Blanc appeals to consumers all over the world. It has an inimitable sweet and refreshing flavour, resulting from the hint of citrus and coriander spice used in brewing. With its flavour and design, 1664 Blanc embodies the elegance and taste of France. Kronenbourg 1664 Blanc’s modern identity is perfectly expressed by its unique shiny blue bottle.",“1664 White beer is a white beer flavored with lemon and coriander. It has a title of 5.0%.A blue bottle that reminds you of its intense freshness. A touch of citrus that gives it its unique taste with a sustained intensity of citrus aroma that reveals a good balance of flavors.”,Beer has a very fruity taste to it. Aromatic and refreshing as well. Easy to drink,,,,[],5.0,330.0ml,No,France,Wheat,Kronenbourg
121,121,121,121,0,product_817,24-x-la-trappe-blond-beer-bottle-case,103.8,https://www.paneco.com.sg/products/24-x-la-trappe-blond-beer-bottle-case,"Agreeable ale with a rich taste. Although the La Trappe beers vary greatly from one another, they also have similarities. Each is a pure beer. Unique beers brewed with patience, passion and traditional craftsmanship according to secret recipes of the Trappists.","“Colour: Gold yellow with a white head.Aroma: Fruity and refreshing aromas that go well with the sweet aroma of malt and aromas that makes you think of spices.Taste: La Trappe Blond is an agreeable, tingling ale with a slightly sweet, softly bitter and malty taste.Aftertaste: A lively aftertaste that combines sweetness with smooth bitterness.”",,,,,[],6.5,330.0ml,No,Netherlands,Ale,La Trappe
122,122,122,122,0,product_818,24-x-leffe-blond-beer-bottle-case-330ml,96.0,https://www.paneco.com.sg/products/24-x-leffe-blond-beer-bottle-case-330ml,"In the fifties, an extraordinary meeting took place that all beer enthusiasts should raise their glass of Leffe to.   The abbey’s Father Abbot Nys became acquainted with Albert Lootvoet, a master brewer.  Passionate about the future of the brewery, Father Nys was upset to have to witness how, since the unpleasant stay of the French revolutionaries, the brewery had slowly fallen into decline and had eventually had to close its doors in 1809. Such a magnificent place could not be forgotten, he believed, and he vowed to bring the Leffe beer back. Father Nys and the brewer set about the challenge with vigour…and succeeded. Shortly after, the Leffe brewery was back in full effect. After Leffe Brown, a beer that shone brighter than the sun saw the light of day; they named it Leffe Blond – a beautiful chapter for Leffe indeed. While this is a perfect aperitif beer, it also tastes delicious with a wide variety of dishes, especially red meat, sweet and sour dishes and white mould cheese, such as Camenbert, Brie, Brillat-Savarin or Saint-Marcellin. There are countless soft-centred cheeses that are a good match for the fresh and fruity Leffe Blond. Leffe Blond contains 6.6% alcohol and is best served at 5-6°C in a beer chalice, which will allow all the flavours to come through.","“Leffe Blond is an authentic blond abbey beer with a slight hint of bitterness to it.Age-old expertise and the combination of pale malt, water, hop and yeast lend Leffe Blond its subtle taste and golden colour, which manages to catch and reflect the light. Hints of vanilla and clove infuse the beer with an even smoother flavour, which best expresses itself in a Leffe chalice, simultaneously allowing the soft, fresh essence of this beer to unveil its true elegance.”",,,,,[],6.6,24 x 330.0ml,No,Belgium,Ale,Leffe
123,123,123,123,0,product_495,leffe-dark-beer-24-bottle-case,97.95,https://www.paneco.com.sg/products/leffe-dark-beer-24-bottle-case,"Leffe Brown is an authentic abbey beer. Both its deep, dark brown colour and its full, slightly sweet flavour can be ascribed to the use of darkly roasted malt, making every sip just as exceptional as the last. Available as a 24 bottle case.","“Leffe Brown’s soft, deep brown colour and the perfect balance between a discreetly bitter yet slightly caramelised taste can be ascribed to age-old traditions. Hints of coffee and chocolate provide this beer with an even more desirable flavour. Served in a Leffe chalice, the smooth, creamy beer head, the roasted aromas and the spiced flavour have the ability to suspend time.”",,,,,[],6.5,24 x 330.0ml,No,Belgium,Ale,Leffe
124,124,124,124,0,product_981,24-x-little-creatures-pale-ale-beer-bottles-case-330ml,109.99,https://www.paneco.com.sg/products/24-x-little-creatures-pale-ale-beer-bottles-case-330ml,"The beer that inspired this crazy journey, ours is a hop driven Pale Ale bursting with flavour and aroma. Full-bodied yet refreshing, the bitter finish will leave your tastebuds craving more. We were born to make Pale Ale, a style that was little known in Australia when we started, but is now much loved. Back in the day there were two hop varieties coming out of the North West of the US that really took our fancy; Cascade and Chinook hops. These hops packed an addictive punch and gave rise to the super hoppy American Pale Ale, a style that inspired us back then and still inspires us today. Since day one, we have brewed our Pale using whole hop cones, sourced straight from the US directly to our breweries (something pretty unique) and use our hop back to extract those beautiful, hoppy aromas and delicate bitterness. Preservative and additive free, our Pale Ale is live yeast conditioned, in the bottle (after filling) for unmatched freshness and character and takes about six weeks from brewing to be released.","“Hop driven, full bodied and refreshing Pale Ale bursting with flavour and aroma”",Probably the best beer I've ever had. Just the right amount of hops and not too bitter. Goes great with a meal.The perfect brew after a long day. I think I'll have another!,,,,[],5.2,24 x 330.0ml,No,Australia,Ale,Little Creatures
125,125,125,125,0,product_3168,24-x-magners-berry-cider-bottle-pack-330ml,89.5,https://www.paneco.com.sg/products/24-x-magners-berry-cider-bottle-pack-330ml,"Magners Berry Cider Bottle (24 case) Magners Ciders Berry is a mouth-wateringand naturally juice recipe, packed with deliciously sweet, ripe strawberries, tangy rasberries and zesty blackcurrants.","“Magners Berry Cider is a blend of ripe strawberry, juicy raspberry and fresh fruity blackcurrant on a fermented pear base. Sweet fruity cider with a crisp refreshing finish. Flavours linger on the palate giving the product an excellent finish, length and full flavour.”",,,,,[],4.0,24 x 330.0ml,No,Ireland,,Magners
126,126,126,126,0,product_3170,24-x-magners-pear-cider-bottle-pack-330ml,89.5,https://www.paneco.com.sg/products/24-x-magners-pear-cider-bottle-pack-330ml,"Magners Berry Cider Bottle (24 case) Magners Ciders Berry is a mouth-wateringand naturally juice recipe, packed with deliciously sweet, ripe strawberries, tangy rasberries and zesty blackcurrants.","“Distinctive character and a delicately refreshing taste of pears, sweet and dry on the finish.”",,,,,[],4.5,24 x 330.0ml,No,Ireland,,Magners
127,127,127,127,0,product_3198,24-x-pilsner-urquell-beer-bottle-case-330ml,59.95,https://www.paneco.com.sg/products/24-x-pilsner-urquell-beer-bottle-case-330ml,"Pilsner Urquell Beer Bottle (24 Case) In 1842, the first Brewmaster Josef Groll brewed a beer unlike any other. His crisp, refreshing golden lager was made with local ingredients: sweet Moravian barley, delicately bitter Saaz hops, soft Pilsen water, and bottom-fermenting H-strain yeast. Groll named this special beer after the city where he brewed it, Pilsen, where they still brew the same beer today. Over the last 178 years, pilsner-style lager has become the world’s most popular beer, with seven out of 10 beers in the world imitating Groll’s innovation. There are many pilsner-style beers out there, but only one original.",,,,,,[],4.4,24 x 330.0ml,No,Czech Republic,Lager,Pilsner Urquell
128,128,128,128,0,product_825,24-x-red-bull-energy-drink-can-case,48.9,https://www.paneco.com.sg/products/24-x-red-bull-energy-drink-can-case,"Pilsner Urquell Beer Bottle (24 Case) In 1842, the first Brewmaster Josef Groll brewed a beer unlike any other. His crisp, refreshing golden lager was made with local ingredients: sweet Moravian barley, delicately bitter Saaz hops, soft Pilsen water, and bottom-fermenting H-strain yeast. Groll named this special beer after the city where he brewed it, Pilsen, where they still brew the same beer today. Over the last 178 years, pilsner-style lager has become the world’s most popular beer, with seven out of 10 beers in the world imitating Groll’s innovation. There are many pilsner-style beers out there, but only one original.",“Red Bull Energy Drink is a great functional drink which can be really handy just before training or competition. Red Bull gives you wings.”,,,,,[],0.0,24 x 250.0ml,No,Austria,,Red Bull
129,129,129,129,0,product_3901,24-x-royal-dutch-post-horn-bottle-330ml,62.6,https://www.paneco.com.sg/products/24-x-royal-dutch-post-horn-bottle-330ml,"Royal Dutch is a superior and refined lager in the best tradition, respected around the world for its classic flavour, long history and royal connections.",,,,,,[],5.0,24 x 330.0ml,No,Netherlands,Lager,Royal Dutch Post Horn
130,130,130,130,0,product_821,24-x-sapporo-premium-beer-bottles-case,79.0,https://www.paneco.com.sg/products/24-x-sapporo-premium-beer-bottles-case,"The original. The icon. Sapporo is the oldest brand of beer in Japan, founded in 1876. The legend of our beer began with the adventurous spirit of Seibei Nakagawa, Japan's first German-trained brewmaster. Fueled by an adventurous spirit, Seibei Nakagawa left Japan at the age of 17 at a time when doing so was strictly forbidden. His travels eventually led him to Germany where he learned the craft of brewing, a craft he would apply back home in 1876 as Sapporo’s first brewmaster.","“Sapporo Premium Beer is a refreshing lager with a crisp, refined flavor and a clean finish. The perfect beer to pair with any meal and any occasion. Kampai!”",,,,,[],4.7,330.0ml,No,Japan,Lager,Sapporo
131,131,131,131,0,product_827,24-x-schweppes-bitter-lemon-cans-case,18.75,https://www.paneco.com.sg/products/24-x-schweppes-bitter-lemon-cans-case,"The original. The icon. Sapporo is the oldest brand of beer in Japan, founded in 1876. The legend of our beer began with the adventurous spirit of Seibei Nakagawa, Japan's first German-trained brewmaster. Fueled by an adventurous spirit, Seibei Nakagawa left Japan at the age of 17 at a time when doing so was strictly forbidden. His travels eventually led him to Germany where he learned the craft of brewing, a craft he would apply back home in 1876 as Sapporo’s first brewmaster.","“The ultimate bittersweet sensation created in 1957. Made with quinine, for those who enjoy the sophisticated pleasure of a unique adult taste.”",,,,,[],0.0,330.0ml,No,Netherlands,,Schweppes
132,132,132,132,0,product_828,24-x-schweppes-ginger-ale-cans-case,18.0,https://www.paneco.com.sg/products/24-x-schweppes-ginger-ale-cans-case,"The original. The icon. Sapporo is the oldest brand of beer in Japan, founded in 1876. The legend of our beer began with the adventurous spirit of Seibei Nakagawa, Japan's first German-trained brewmaster. Fueled by an adventurous spirit, Seibei Nakagawa left Japan at the age of 17 at a time when doing so was strictly forbidden. His travels eventually led him to Germany where he learned the craft of brewing, a craft he would apply back home in 1876 as Sapporo’s first brewmaster.","“The unique sparkling drink with a bright  taste of ginger, perfectly refined since 1870. For a classic drinking sensation or elegant mixer.”",,,,,[],0.0,330.0ml,No,Netherlands,,Schweppes
